judul,judul_slug,author,penerbit,isbn,bahasa,jumlah_halaman,isBestSeller,original_rating,adjusted_rating,rating_count,review_count,kategori
Journal Of Terror -Kembar-,journal-of-terror-kembar-,Sweta Kartika,m&c!,9786024805869,Indonesia,336,0,4.11,4,127,,
Fujiwara Is Almost Right 02,fujiwara-is-almost-right-02,Nao Hinachi,Elex Media Komputindo,9786230019531,Indonesia,192,0,3.88,4,43,,romance
Akasha : Legal X Love Vol.03,akasha-legal-x-love-vol03,Takeko Yasu,m&c!,9786230303289,Indonesia,168,0,4.25,4,4,,romance
Paranoia,paranoia,Shirley Jackson,Laksana,9786233272391,Indonesia,148,0,4.0,4,1,,cerpen
Kolam,kolam,Sapardi Djoko Damono,Gramedia Pustaka Utama,9786020339627,Indonesia,142,0,4.02,4,362,,puisi
Jangan Salah Pilih Pasangan,jangan-salah-pilih-pasangan,Ayah Edy,Noura,9786023853250,Indonesia,238,0,4.45,4,20,,romance
Panggung dan Cermin,panggung-dan-cermin,Adonis,Diva Press,9786023915699,Indonesia,224,0,3.2,3,5,,puisi
Asih,asih,Risa Saraswati,Bukune,9786022202363,Indonesia,194,0,3.98,4,298,25.0,romance
Helter Skelter,helter-skelter,Megan Arvina,Bintang Media,9786027241435,Indonesia,456,0,3.67,4,6,,romance
Barista Tanpa Nama,barista-tanpa-nama,Agus Noor,Diva Press,9786023915446,Indonesia,171,0,3.22,3,80,16.0,puisi
Patiwangi,patiwangi,Oka Rusmini;Ida Ayu Oka Rusmini,Kepustakaan Populer Gramedia,9786020501680,Indonesia,250,1,3.52,4,31,,novel
Wordsworth: The Tale Of Two Cities  (Sc),wordsworth-the-tale-of-two-cities-sc,Dickens C,Sinar Star Book,9781853260391,Indonesia,352,0,3.86,4,892798,,fiksi_sastra
Wordsworth: Jane Eyre  (Sc),wordsworth-jane-eyre-sc,Bronte C,Sinar Star Book,9781853260209,Indonesia,448,0,4.14,4,1908021,,fiksi_sastra
Wordsworth: Dr Jekyll And Mr Hyde  (Sc),wordsworth-dr-jekyll-and-mr-hyde-sc,Stevenson R L,Sinar Star Book,9781853260612,Indonesia,256,0,3.62,4,2508,,fiksi_sastra
Exo Salah Gaul 3,exo-salah-gaul-3,@Evlibow88;Intanars,Bintang Media,9786027241459,Indonesia,208,0,4.48,4,25,,cerpen
EXO Salah Gaul 2,exo-salah-gaul-2,@Evlibow88,Bintang Media,9786021362204,Indonesia,None,0,4.15,4,26,,cerpen
Orang-Orang Proyek,orang-orang-proyek-cover-baru,Ahmad Tohari,Gramedia Pustaka Utama,9786020320595,Indonesia,256,1,3.98,4,1529,,novel
Sang Penyihir dari Portobello (The Witch of Portobello),conf-the-witch-of-portobello-sang-penyihir-dari-portobello,Paulo Coelho,Gramedia Pustaka Utama,9786020300146,Indonesia,304,1,3.55,4,76666,,novel
The Castle In The Pyrenees,the-castle-in-the-pyrenees,Jostein Gaarder,Mizan Publishing,9786024410223,Indonesia,295,1,3.48,3,2758,,novel
Exit West - Melintas Batas,melintas-batas-exit-west,Mohsin Hamid,Gramedia Pustaka Utama,9786020620572,Indonesia,204,1,3.77,4,126623,,novel
Simple Miracles (2019),simple-miracles-2019,Ayu Utami,Kepustakaan Populer Gramedia,9786024811518,Indonesia,192,1,3.97,4,525,,novel
Wordsworth: Best Of Sherlock Holmes,wordsworth-best-of-sherlock-holmes,Sir Arthur Conan Doyle,Sinar Star Book,9781853267482,Indonesia,480,0,4.22,4,1685,,novel
Citylite: Yang Disimpan Kenangan Di Lubuk Hati Terdalam,citylite-yang-disimpan-kenangan-di-lubuk-hati-terdalam,Tarina Arkad,Elex Media Komputindo,9786020499550,Indonesia,248,1,3.29,3,34,,novel
Cerpen Pilihan Kompas 2018 - Doa yang Terapung,cerpen-pilihan-kompas-2018,Kumpulan Cerpen,Penerbit Buku Kompas,9786024127602,Indonesia,None,0,3.88,4,41,11.0,cerpen
Wordsworth: Anne Of Green Gables And Anne Of Avonlea,wordsworth-anne-of-green-gables-and-anne-of-avonlea,L. M. Montgomery,Sinar Star Book,9781840227598,Indonesia,528,0,4.24,4,4264,,novel
The Chronicles of Narnia #7: The Last Battle (Pertempuran Terakhir),the-chronicles-of-narnia-7-the-last-battle-pertempuran-terakhir,C. S. Lewis,Gramedia Pustaka Utama,9786020336534,Indonesia,288,0,4.01,4,253227,,
The Chronicles of Narnia #6: The Silver Chair (Kursi Perak),the-chronicles-of-narnia-6-the-silver-chair-kursi-perak,C. S. Lewis,Gramedia Pustaka Utama,9786020336459,Indonesia,320,0,3.96,4,272852,,
The Chronicles of Narnia #5: The Voyage of the Dawn Treader (Petualangan Dawn Treader),the-chronicles-of-narnia-5-the-voyage-of-the-dawn-treader-petualangan-dawn-treader,C. S. Lewis,Gramedia Pustaka Utama,9786020336510,Indonesia,360,0,4.09,4,438418,,
The Chronicles of Narnia #4: Prince Caspian (Pangeran Caspian),the-chronicles-of-narnia-4-prince-caspian-pangeran-caspian,C. S. Lewis,Gramedia Pustaka Utama,9786020336435,Indonesia,288,0,4.38,4,8,,
The Chronicles of Narnia #3: The Horse & His Boy (Kuda dan Anak Manusia),the-chronicles-of-narnia-3-the-horse-his-boy-kuda-dan-anak-manusia,C. S. Lewis,Gramedia Pustaka Utama,9786020336411,Indonesia,312,0,3.91,4,318770,,
The Chronicles of Narnia #2: The Lion, the Witch and the Wardrobe (Sang Singa, sang Penyihir, dan Lemari),the-chronicles-of-narnia-2-the-lion-the-witch-and-the-wardrobe-sang-singa-sang-penyihir-dan-lemari,C. S. Lewis,Gramedia Pustaka Utama,9786020644547,Indonesia,232,0,4.23,4,2529029,,
The Chronicles of Narnia #1: The Magician`s Nephew (Keponakan Penyihir),the-chronicles-of-narnia-1-the-magicians-nephew-keponakan-penyihir,C. S. Lewis,Gramedia Pustaka Utama,9786020336398,Indonesia,264,0,4.05,4,488043,,
What We Talk About When We Talk About Love,what-we-talk-about-when-we-talk-about-love,Raymond Carver,Baca,9786026486233,Indonesia,233,0,4.09,4,57509,,novel
Cerpen Pilihan Kompas 1994 :Lampor,cerpen-pilihan-kompas-1994-lampor,Kumpulan Cerpenis,Penerbit Buku Kompas,9786024121655,Indonesia,168,0,3.76,4,154,16.0,cerpen
Cerpen Pilihan Kompas 1996 - Pistol Perdamaian,cerpen-pilihan-kompas-1996-pistol-perdamaian,Kumpulan Cerpenis,Penerbit Buku Kompas,9786024121884,Indonesia,184,0,3.79,4,178,,cerpen
Kemarau,kemarau,Benny Arnas,Gramedia Widiasarana Indonesia,9786020503530,Indonesia,170,0,4.09,4,208,,
Frustrasi Puncak Gunung,frustrasi-puncak-gunung-1,Ashadi Siregar,Gramedia Pustaka Utama,9786020614076,Indonesia,224,0,3.5,3,4,,novel
The Puppeteer,the-puppeteer,Jostein Gaarder,Mizan Publishing,9786024410247,Indonesia,352,0,3.41,3,953,,fiksi_sastra
Monsoon Tiger,monsoon-tiger,Rain Chudori,Kepustakaan Populer Gramedia,9789799109576,Indonesia,208,0,3.65,4,468,,
My Stupid Boss 5,my-stupid-boss-5,Chaos@Work,Gradien Mediatama,9786022081517,Indonesia,202,0,3.99,4,197,29.0,cerpen
CR: The Nakeds,conf-cr-the-nakeds,Lisa Glatt,Elex Media Komputindo,9786020293325,Indonesia,418,0,3.5,3,438,,novel
The Heat of The Night,conf-the-heat-of-the-night,Amy Andrews,Elex Media Komputindo,9786020285351,Indonesia,328,0,3.76,4,49,,novel
Lebih Dari Duka,lebih-dari-duka-1,Ai Deti Lestari,Transmedia,9786021036969,Indonesia,189,0,2.5,2,2,,novel
Rahasia Diary Pegon,rahasia-diary-pegon,Machtumah Malayati,Divapress,9786023914944,Indonesia,231,0,3.67,4,6,,cerpen
Veronika Memutuskan Mati,veronika-memutuskan-mati,Paulo Coelho,Gramedia Pustaka Utama,9786020385273,Indonesia,272,1,3.72,4,203037,,novel
Classics: Aksara Duka (The Scarlet Letter),classics-aksara-duka-the-scarlet-letter,Nathaniel Hawthorne,Gramedia Pustaka Utama,9786020655864,Indonesia,240,1,3.43,3,802493,,klasik,novel
Sang Putri dan Goblin (The Princess and The Goblin),sang-putri-dan-goblin-the-princess-and-the-goblin,George Macdonald,Gramedia Pustaka Utama,9786020658087,Indonesia,240,0,4.01,4,33527,,klasik,novel
Love Letters From a Father (Surat Cinta Dari Ayah),love-letters-from-a-father-surat-cinta-dari-ayah,Hamid Basyaib,Wahyu Media,9786023782260,Indonesia,124,0,4.25,4,4,,novel
Jendela Seribu Sungai,jendela-seribu-sungai,Miranda Seftiana;Avesina Soebli,Gramedia Widiasarana Indonesia,9786020511863,Indonesia,316,0,2.0,2,1,,novel
Max Havelaar,max-havelaar-1,Multatuli,Qanita,9786021637456,Indonesia,396,0,3.54,4,8193,,fiksi_sastra
Classics: Hari-Hari Bahagia (The Golden Road),classics-hari-hari-bahagia-the-golden-road,L.M. Montgomery,Gramedia Pustaka Utama,9789792257182,Indonesia,352,0,3.99,4,5453,,novel
Anatomi Rasa,anatomi-rasa,Ayu Utami,Kepustakaan Populer Gramedia,9786024811242,Indonesia,296,1,3.43,3,93,,novel
Classics: Putri Raja Cilik (A Little Prince),classics-putri-raja-cilik-a-little-prince,Frances Hodgson Burnett,Gramedia Pustaka Utama,9789792264067,Indonesia,312,1,4.21,4,292345,,klasik,novel
Silas Marner Penenun Dari Raveloe,silas-marner-penenun-dari-raveloe,George Eliot,Penerbit Noktah,9786236564813,Indonesia,276,0,3.67,4,81457,,novel
Perempuan Bersampur Merah,perempuan-bersampur-merah,Intan Andaru,Gramedia Pustaka Utama,9786020621951,Indonesia,216,1,3.54,4,174,65.0,novel
Cinta Tak Ada Mati,cinta-tak-ada-mati,Eka Kurniawan,Gramedia Pustaka Utama,9786020386355,Indonesia,160,0,3.93,4,764,,
Bagaimana Tuhan Menciptakan Cahaya,bagaimana-tuhan-menciptakan-cahaya,Raka Ibrahim,Kepustakaan Populer Gramedia,9786024247720,Indonesia,232,0,4.02,4,201,,novel
HQ Tempt: Logan,conf-hq-tempt-logan,Linda Lael Miller,Elex Media Komputindo,9786020270524,Indonesia,432,0,4.16,4,7237,,novel
Robin Hood,robin-hood-1,Paul Creswick,Elex Media Komputindo,9786020478197,Indonesia,376,0,4.01,4,1478,,novel
HR: The Naked Viscount (Collector`s Edition),hr-the-naked-viscount-collectors-edition,Sally Mackenzie;Sally Mackenzie,Elex Media Komputindo,9786020485423,Indonesia,432,0,3.88,4,1546,,novel
WF: The Choices We Make,wf-the-choices-we-make,Karma Brown;Karma Brown,Elex Media Komputindo,9786020487922,Indonesia,360,1,4.12,4,6112,,novel
Around The World In 80 Days : Novel Terbaik Dunia,around-the-world-in-80-days-novel-terbaik-dunia,Jules Verse,Octopus,9786027274327,Indonesia,314,0,3.94,4,222858,,fiksi_sastra
Classics: Taman Rahasia (The Secret Garden),classics-taman-rahasia-the-secret-garden,Frances Hodgson Burnett,Gramedia Pustaka Utama,9789792254907,Indonesia,320,1,4.15,4,1059451,,klasik,novel
Heist Society#1: Pencuri Kelas Atas,heist-society1-pencuri-kelas-atas-heist-society,Ally Carter,Gramedia Pustaka Utama,9789792278026,Indonesia,336,0,3.91,4,91608,,novel
Jarrvis Chavali,jarrvis-chavali,Ainun Nufus,Diandra Kreatif,9786023366668,Indonesia,291,0,3.64,4,22,,novel
LiT: #Tentangdiaku,lit-tentangdiaku,Hani Widiani,Elex Media Komputindo,9786020460000,Indonesia,176,0,3.8,4,105,,novel_lokal
The Courtesan`s Book of Secrets,conf-the-courtesan-s-book-of-secrets,Georgie Lee,Elex Media Komputindo,9786020272115,Indonesia,401,0,3.47,3,36,,novel
Her Favorite Rival,conf-her-favorite-rival,Sarah Mayberry,Elex Media Komputindo,9786020282213,Indonesia,424,0,3.93,4,678,,novel
Once and For All (Sekali untuk Selamanya),once-and-for-all-sekali-untuk-selamanya,Sarah Dessen,Elex Media Komputindo,9786020480008,Indonesia,376,0,3.76,4,33382,,novel
Malam Terakhir,malam-terakhir-new,Leila S. Chudori,Kepustakaan Populer Gramedia,9786024248239,Indonesia,119,0,3.83,4,1510,,cerpen
Menyelamimu,menyelamimu,Agung Setiawan S.,Kepustakaan Populer Gramedia,9786024248772,Indonesia,104,1,3.53,4,43,,novel
Cinta Itu Luka,cinta-itu-luka,Revina Vt,Moka Media,9786237191087,Indonesia,224,0,4.0,4,1,,novel_lokal
Dongeng Wisanggeni Menguak Misteri Hitam,dongeng-wisanggeni-menguak-misteri-hitam,Dwi Klik Santosa,Kinarakinari,9786027044036,Indonesia,273,0,3.0,3,1,,novel
Seperti Dendam, Rindu Harus Dibayar Tuntas,seperti-dendam-rindu-harus-dibayar-tuntas-cover-baru-2019,Eka Kurniawan,Gramedia Pustaka Utama,9786020324708,Indonesia,250,0,3.96,4,5191,,
Classics: Gadis-Gadis March (Little Women),classics-gadis-gadis-march-little-women,Louisa May Alcott,Gramedia Pustaka Utama,9786020310367,Indonesia,378,0,4.03,4,31323,,
Classics: Gadis Pendongeng (The Story Girl),classics-gadis-pendongeng-the-story-girl,L.M. Montgomery,Gramedia Pustaka Utama,9789792257014,Indonesia,368,0,3.98,4,10574,,
Jentera Lepas,jentera-lepas,Ashadi Siregar,Gramedia Pustaka Utama,9786020613956,Indonesia,264,0,3.76,4,21,,novel
Museum Masa Kecil,museum-masa-kecil,Avianti Armand,Gramedia Pustaka Utama,9786020384245,Indonesia,149,0,3.58,4,271,69.0,novel
Hotel Tua,hotel-tua,617183001,Penerbit Buku Kompas,9786024122072,Indonesia,240,0,3.77,4,39,10.0,cerpen
Kala,kala,Hujan Mimpi Eleftheriawords,Gradien Mediatama,9786022081555,Indonesia,347,0,3.76,4,589,,novel
Tirai Menurun,tirai-menurun,Nurhayati Srihardini;Nh.Dini;Nh Dini,Gramedia Pustaka Utama,9789792255041,Indonesia,472,0,3.57,4,168,,fiksi_sastra
Heist Society#2: Kriminal Kelas Atas (Uncommon Criminals),heist-society2-kriminal-kelas-atas-uncommon-criminals,Ally Carter,Gramedia Pustaka Utama,9789792289558,Indonesia,360,0,4.13,4,42414,,novel
Heist Society#3: Mafia Kelas Atas (Perfect Scoundrels),heist-society3-mafia-kelas-atas-perfect-scoundrels,Ally Carter,Gramedia Pustaka Utama,9786020613789,Indonesia,368,0,4.27,4,25497,,novel
Sunyi Di Dada Sumirah,sunyi-di-dada-sumirah,Artie Ahmad,Coconut Books,9786021318720,Indonesia,297,0,3.75,4,55,,novel
Miss Jinjing: Malaysia Belanja Sampai Mati,miss-jinjing-malaysia-belanja-sampai-mati,Amelia Masniari,Novelas,9786026805065,Indonesia,168,0,3.5,3,2,,cerpen
Typhoon,typhoon,Qaisra Shahraz,Mizan Publishing,9786024020828,Indonesia,412,0,3.46,3,295,,fiksi_sastra
Kata-kata Membasuh Luka,kata-kata-membasuh-luka,Martin Aleida,Penerbit Buku Kompas,9786024126131,Indonesia,340,0,3.8,4,10,1.0,novel
Sahabat Dilarang Jatuh Cinta,sahabat-dilarang-jatuh-cinta,Fataya Azzahra,Falcon Publishing,9786026714237,Indonesia,300,0,3.48,3,33,,novel
Mortal Engines,mortal-engines,Philip Reeve,Mizan Media Utama,9786023853090,Indonesia,388,0,3.77,4,59255,,novel
Classics: Istri-istri yang Baik (Good Wives),classics-istri-istri-yang-baik-good-wives,Louisa May Alcott,Gramedia Pustaka Utama,9786020310350,Indonesia,416,1,3.96,4,35674,,klasik,novel
Le Mariage: Oriana`S Wedding Diary (Collector`S Edition),le-mariage-orianas-wedding-diary-collectors-edition,Ayana Kamila,Elex Media Komputindo,9786020499499,Indonesia,346,1,3.45,3,178,,novel
Tango & Sadimin,tango-sadimin,Ramayda Akmal,Gramedia Pustaka Utama,9786020628158,Indonesia,288,1,3.66,4,68,,novel
Terpuruk dan Melarat di Paris dan London (Down and Out in Paris and London),terpuruk-dan-melarat-di-paris-dan-london-down-and-out-in-paris-and-london,George Orwell,Gramedia Pustaka Utama,9786020651507,Indonesia,288,0,4.09,4,77903,,klasik,novel
Pemetik Bintang,pemetik-bintang,Venerdi Handoyo,Gramedia Pustaka Utama,9786020628509,Indonesia,256,1,3.65,4,260,,novel
Twenty Thousand Leagues Under the Sea,twenty-thousand-leagues-under-the-sea-1,Jules Verne,Elex Media Komputindo,9786020478180,Indonesia,448,0,3.89,4,233672,,novel
HR: Fool Me Twice,hr-fool-me-twice,Meredith Duran,Elex Media Komputindo,9786020479675,Indonesia,488,0,3.95,4,5138,,novel
69 Things To Be Grateful About Being Single,69-things-to-be-grateful-about-being-single,Febi Indirani,Gramedia Pustaka Utama,9786020377148,Indonesia,144,0,2.77,3,91,46.0,cerpen
Gadis Pesisir,gadis-pesisir,Nunuk Y. Kusmiana,Gramedia Pustaka Utama,9786020387338,Indonesia,340,1,3.88,4,24,,novel
Bekisar Merah,bekisar-merah-cover-baru,Ahmad Tohari,Gramedia Pustaka Utama,9789792266320,Indonesia,360,1,3.79,4,467,98.0,novel
Si Anak Cahaya Tere Liye,si-anak-cahaya-tere-liye,Tere Liye,REPUBLIKA PENERBIT,9786025734540,Indonesia,417,0,4.36,4,595,127.0,novel
Classics: Anak-Anak Plumfield (Little Men),classics-anak-anak-plumfield-little-men,Louisa May Alcott,Gramedia Pustaka Utama,9786020323329,Indonesia,432,1,4.09,4,142,,klasik,novel
The Secret Garden,the-secret-garden,Frances Hodgson Burnett,Elex Media Komputindo,9786230017841,Indonesia,320,1,4.15,4,1059451,,klasik,novel
Senyawa,senyawa,Sdavinci,GRADIENMEDIATAMA,9786022081852,Indonesia,316,0,4.39,4,18,,novel_lokal
The Woman Who Dreamt of Three Birds,the-woman-who-dreamt-of-three-birds,Mohammad Goenawan,Gramedia Pustaka Utama,9786020626741,Indonesia,102,1,3.87,4,84,,novel
Kakak Kelas,kakak-kelas,Kadek Pingetania,Bintang Media,9786026940520,Indonesia,312,0,3.62,4,254,,novel_lokal
Pitung,pitung,Rizky Ridyasmara,Pustaka Al Kautsar,9786021695494,Indonesia,358,0,3.5,3,4,,klasik
Menolak Ayah,menolak-ayah,Ashadi Siregar,Kepustakaan Populer Gramedia,9786024248642,Indonesia,428,0,4.01,4,87,,novel
Tsukuru Tazaki Tanpa Warna dan Tahun Ziarahnya,tsukuru-tazaki-tanpa-warna-dan-tahun-ziarahnya,Haruki Murakami,Kepustakaan Populer Gramedia,9786024248369,Indonesia,352,0,3.87,4,160166,,
Dia Adalah Kakakku,dia-adalah-kakakku,Tere Liye,REPUBLIKA PENERBIT,9786025734373,Indonesia,398,0,4.32,4,7857,,novel
Pride and Prejudice (Republish),pride-and-prejudice-republish,Jane Austen,Mizan Publishing,9786024021429,Indonesia,588,0,4.28,4,3764630,,klasik
Historical Romance: My American Duchess (Duchess Amerika),historical-romance-my-american-duchess-duchess-amerika,Eloisa James,Gramedia Pustaka Utama,9786020616247,Indonesia,528,0,3.89,4,7846,,novel
Harlequin: Some Kind of Wonderful (Ikatan Masa Lalu),harlequin-ikatan-masa-lalu-some-kind-of-wonderful,Sarah Morgan,Gramedia Pustaka Utama,9786020614038,Indonesia,448,0,4.08,4,2566,,novel
The Wrong Side of Right,the-wrong-side-of-right,Jenn Marie Thorne,Kepustakaan Populer Gramedia,9786024247423,Indonesia,424,0,3.96,4,7950,,novel
Bingkai Memori,conf-bingkai-memori,Petronela Putri,Gramedia Widiasarana Indonesia,9786022517214,Indonesia,216,0,3.09,3,32,,novel
Jalan Bandungan,conf-jalan-bandungan,Nurhayati Srihardini;Nh Dini,Gramedia Pustaka Utama,9789792250855,Indonesia,400,1,3.55,4,163,,novel
Artemis Fowl#6: The Time Paradox (Paradoks Waktu),artemis-fowl6-paradoks-waktu-the-time-paradox,Eoin Colfer,Gramedia Pustaka Utama,9786020383477,Indonesia,416,0,4.08,4,87628,,novel
11.11,1111,Fiersa Besari, Agromedia Pustaka,9789797945695,Indonesia,211,0,4.14,4,654,61.0,novel_lokal
Classics: Heidi,classics-heidi,Johanna Spyri,Gramedia Pustaka Utama,9786020659909,Indonesia,304,0,4.01,4,188820,,klasik,novel
Bara,bara,Febrialdi R.,Mediakita,9789797945428,Indonesia,370,0,4.0,4,300,,novel
Candi Nuswantara,candi-nuswantara,Victoria Tunggono,Penerbit Buku Kompas,9786024123543,Indonesia,203,0,4.25,4,12,4.0,novel
Wuthering Heights,wuthering-heights-1,Emily Bronte,Gramedia Pustaka Utama,9786020646916,Indonesia,488,0,3.88,4,1618244,,
Love Her Wild,love-her-wild,Atticus,Gramedia Pustaka Utama,9786020382166,Indonesia,232,0,3.98,4,26954,,novel
The Book of Lost Things (Kitab Tentang yang Telah Hilang),the-book-of-lost-things-kitab-tentang-yang-telah-hilang,John Connolly,Gramedia Pustaka Utama,9789792238792,Indonesia,472,0,3.95,4,74824,,novel
Don’t Let Go,dont-let-go-1,P. Andriany,Bhuana Ilmu Populer,9786024831066,Indonesia,382,0,3.75,4,20,,novel
Anak Rantau,anak-rantau-edisi-cover-baru-2019,A Fuadi,Falcon Publishing,9786026714534,Indonesia,370,0,4.16,4,1084,,novel
Sang Pemenang Berdiri Sendiri (The Winner Stands Alone),conf-the-winner-stands-alone-sang-pemenang-berdiri-sendirian-new-cover,Paulo Coelho,Gramedia Pustaka Utama,9789792299625,Indonesia,472,1,3.38,3,34638,,novel
Menghirup Udara Segar (Coming up for Air),menghirup-udara-segar-coming-up-for-air,George Orwell,Gramedia Pustaka Utama,9786020651743,Indonesia,320,0,3.8,4,15373,,klasik,novel
Persekongkolan Ahli Makrifat,persekongkolan-ahli-makrifat,Kuntowijoyo,Divapress,9786023914920,Indonesia,187,0,3.88,4,102,,cerpen
Harlequin: No One but You (Hanya Dirimu),harlequin-no-one-but-you-hanya-dirimu,Brenda Novak,Gramedia Pustaka Utama,9786020386584,Indonesia,528,0,4.17,4,4200,,novel
Classics: Tetaplah Jaya, Aspidistra (Keep the Aspidistra Flying),classics-tetaplah-jaya-aspidistra-keep-the-aspidistra-flying,George Orwell,Gramedia Pustaka Utama,9786020662008,Indonesia,344,0,3.9,4,19251,1492.0,klasik,novel
Cinco Esquinas (Lima Sudut),cinco-esquinas-lima-sudut,Mario Vargas Llosa,Gramedia Pustaka Utama,9786020383088,Indonesia,312,1,3.46,3,6522,,novel
HR: Tempting Fortune,hr-tempting-fortune,Jo Beverley,Elex Media Komputindo,9786020484648,Indonesia,584,0,3.73,4,1863,,novel
Maut Menjemput Sang Uskup Agung (Death Comes For The Archbishop),maut-menjemput-sang-uskup-agung-death-comes-for-the-archbis,Willa Cather,Gramedia Pustaka Utama,9786020650906,Indonesia,344,1,3.94,4,33767,,klasik,novel
The Age Of Reason,the-age-of-reason,Jean Paul Sartre,Immortal,9786026657763,Indonesia,468,0,3.98,4,13700,678.0,klasik
Aruna dan Lidahnya - Cover Film,aruna-dan-lidahnya-cover-film,Laksmi Pamuntjak,Gramedia Pustaka Utama,9786020308524,Indonesia,428,0,2.98,3,1645,,novel
Emma (Republish),emma-republish,Jane Austen,Mizan Publishing,9786024021405,Indonesia,740,0,4.04,4,789818,,klasik
The  Anatomical Shape Of A Heart,the-anatomical-shape-of-a-heart,Jenn Bennett,Penerbit Spring,9786026682383,Indonesia,335,0,3.94,4,18731,,novel
Melihat Api Bekerja,melihat-api-bekerja-1,M. Aan Mansyur,Gramedia Pustaka Utama,9786020616377,Indonesia,160,1,4.06,4,1867,,novel
The Reprieve,the-reprieve,Jean Paul Sartre,Immortal Publishing,9786026657961,Indonesia,495,0,3.95,4,2564,,fiksi_sastra
Jody Dan Anak Rusa (The Yearling),jody-dan-anak-rusa-the-yearling,Marjorie Kinnan Rawlings,Gramedia Pustaka Utama,9789792268294,Indonesia,544,1,4.02,4,27599,1256.0,klasik,novel
Kementerian Maha Kebahagiaan,kementerian-maha-kebahagiaan,Arundhati Roy,Kepustakaan Populer Gramedia,9786024810337,Indonesia,550,1,3.52,4,33161,,novel
Ranggalawe Sang Penakluk Mongol,ranggalawe-sang-penakluk-mongol,Makinuddin Samin,Javanica,9786026799302,Indonesia,504,0,4.68,5,22,,fiksi_sastra
Rainbirds,rainbirds,Clarissa Goenawan,Gramedia Pustaka Utama,9786020379197,Indonesia,400,0,3.5,3,6643,,novel
The Bad Boy in Suit,the-bad-boy-in-suit,Yessy N,Tempo,9786026940469,Indonesia,420,0,3.64,4,677,49.0,novel_lokal
Classics: Dracula,classics-dracula-1,Bram Stoker,Gramedia Pustaka Utama,9789792228663,Indonesia,616,1,4.01,4,1127480,,klasik,novel
Jalan Bercabang Dua Di Hutan Kesunyian,jalan-bercabang-dua-di-hutan-kesunyian,Puthut Ea,Shira Media,9786025921162,Indonesia,160,1,4.01,4,84,21.0,novel
Bumi yang Subur (The Good Earth),bumi-yang-subur-the-good-earth,Pearl S. Buck,Gramedia Pustaka Utama,9789792241051,Indonesia,512,1,4.0,4,239108,,novel
Catatan Hitam,catatan-hitam,Risa Saraswati,Bukune,9786022202844,Indonesia,128,0,3.44,3,9,,novel
Classics: Hidup-Mati di Burma (Burmese Days),classics-hidup-mati-di-burma-burmese-days,George Orwell,Gramedia Pustaka Utama,9786020659800,Indonesia,408,0,3.87,4,25304,,klasik,novel
Classics: 1984,classics-1984,George Orwell,Gramedia Pustaka Utama,9786020661988,Indonesia,408,0,4.19,4,3992196,,klasik,novel
The Bad Boy Saw Me Twerk,the-bad-boy-saw-me-twerk,K.A. Dachune,Coconut Books,9786025508295,Indonesia,484,0,3.0,3,2,,novel
Jiwa yang Tercerabut (Unsouled),jiwa-yang-tercerabut-unsouled,Neal Shusterman,Gramedia Pustaka Utama,9786020616490,Indonesia,552,0,4.23,4,31037,,novel
Emperor’s Consort,emperors-consort,Sairaakira,Fantasious,9786025406126,Indonesia,591,0,4.09,4,317,34.0,novel
Kisah 1001 Malam (Jilid 2),kisah-1001-malam-jilid-2,Alfu Lailah Wa Lailah,DivaPress,9786023915774,Indonesia,480,1,4.0,4,4,,novel
Kisah 1001 Malam (Jillid 1),kisah-1001-malam-1,Alfu Lailah Wa Lailah,Diva Press,9786023915767,Indonesia,432,0,3.43,3,7,,novel
Dictator - Buku Ketiga dari Trilogi Cicero,dictator-buku-ketiga-dari-trilogi-cicero,Robert Harris,Gramedia Pustaka Utama,9786020387482,Indonesia,416,0,4.39,4,12697,1050.0,novel
Harlequin: Bulan di Atas Manhattan (Moonlight over Manhattan),harlequin-bulan-di-atas-manhattan-moonlight-over-manhattan,Sarah Morgan,Gramedia Pustaka Utama,9786020630687,Indonesia,464,0,4.07,4,5428,,novel
Runtuhnya Dinasti Wang (A House Divided),runtuhnya-dinasti-wang-a-house-divided,Pearl S. Buck,Gramedia Pustaka Utama,9789792237986,Indonesia,536,1,3.93,4,4365,,novel
Jangan Sisakan Nasi dalam Piring,jangan-sisakan-nasi-dalam-piring,Kembangmanggis,Gramedia Pustaka Utama,9786020618715,Indonesia,224,1,4.21,4,33,12.0,novel
Nightfall,conf-nightfall,Robin Wijaya,Elex Media Komputindo,9786020252056,Indonesia,298,0,3.0,3,52,18.0,novel
Kisah Sang Handmaid (The Handmaid's Tale),kisah-sang-handmaid-the-handmaids-tale,Margaret Atwood,Gramedia Pustaka Utama,9786020619583,Indonesia,448,1,4.13,4,1810606,,novel
Trials Of Apollo #3: The Burning Maze,trials-of-apollo-3-the-burning-maze,Rick Riordan,Mizan Media Utama  Pt,9786023855445,Indonesia,540,0,4.32,4,67800,,novel
Dunia Sophie,dunia-sophie-republish,Jostein Gaarder,Mizan Publishing,9786024410209,Indonesia,798,0,3.95,4,238472,,
Milk and Honey,milk-and-honey,Rupi Kaur,Kepustakaan Populer Gramedia,9786024248536,Indonesia,208,1,4.01,4,579653,,novel
Eufloria,eufloria-1,Abimanyu S Nagara,Bukune,9786022202950,Indonesia,168,0,3.62,4,8,,novel
