judul,judul_slug,author,penerbit,isbn,bahasa,jumlah_halaman,isBestSeller,original_rating,adjusted_rating,rating_count,review_count,kategori
Uncommon Type,uncommon-type,Tom Hanks,Noura Book Publishing,9786023856282,Indonesia,491,0,3.43,3,39318,,novel
LAURA,conf-laura,Mercy Sitanggang,Gramedia Widiasarana Indonesia,9786022516507,Indonesia,320,0,3.05,3,19,,novel
Gatal Menawar,gatal-menawar,Kembangmanggis,Gramedia Pustaka Utama,9786020618739,Indonesia,262,1,3.92,4,25,7.0,novel
Winter in Tokyo - Cover Film,conf-winter-in-tokyo-ket-cetak-ulang-cover-film,Ilana Tan,Gramedia Pustaka Utama,9786020330723,Indonesia,328,0,4.09,4,11270,,novel
Wang si Macan (Sons),wang-si-macan-sons,Pearl S. Buck,Gramedia Pustaka Utama,9789792235685,Indonesia,608,1,3.85,4,6062,,novel
Arjuna Mencari Cinta,arjuna-mencari-cinta,Yudhistira Anm Massardi,Gramedia Pustaka Utama,9786020629636,Indonesia,460,1,3.34,3,32,,
The Sentimental Things,the-sentimental-things,Cecillia Wang,Bukune,9786022202738,Indonesia,156,1,4.14,4,106,,
Classics: Jane Eyre,jane-eyre-1,Charlotte Bronte,Gramedia Pustaka Utama,9786020622774,Indonesia,688,1,4.14,4,1908021,,klasik,novel
Kitab Omong Kosong (Republish),kitab-omong-kosong-republish,Seno Gumira Ajidarma,Bentang Pustaka,9786022918004,Indonesia,444,0,4.11,4,897,,novel
Wonder Woman Warbringer,wonder-woman-warbringer,Leigh Bardugo,Mizan Fantasi,9786026699138,Indonesia,499,0,4.02,4,34339,,
Afterworlds (Dunia yang Lain),dunia-yang-lain-afterworlds,Scott Westerfeld,Gramedia Pustaka Utama,9786020319865,Indonesia,528,1,3.72,4,19683,,novel
Bilangan Fu,bilangan-fu-cover-baru-2018,Ayu Utami,Kepustakaan Populer Gramedia,9786024243975,Indonesia,560,1,3.91,4,2797,,novel
Hollow City,hollow-city,Ransom Riggs,Gramedia Pustaka Utama,9786020618920,Indonesia,552,0,4.06,4,223443,,novel
Nyanyian Achilles (The Song of Achilles),nyanyian-achilles-the-song-of-achilles,Madeline Miller,Gramedia Pustaka Utama,9786020628202,Indonesia,488,0,4.38,4,980405,,novel
Tuan Presiden (El Senor Presidente),tuan-presiden-el-senor-presidente,Miguel Angel Asturias,Gramedia Pustaka Utama,9786020629841,Indonesia,416,1,3.98,4,4482,,
So I Married The Anti Fan (New Cover),so-i-married-the-anti-fan-new-cover,Kim Eun,Penerbit Haru,9786027742611,Indonesia,485,0,3.87,4,1711,,novel
Classics: The Count of Monte Cristo,classics-the-count-of-monte-cristo,Alexandre Dumas,Gramedia Pustaka Utama,9786020631295,Indonesia,776,0,4.28,4,844973,,
One Hundred Years of Solitude (Seratus Tahun Kesunyian),one-hundred-years-of-solitude-seratus-tahun-kesunyian,Gabriel Garcia Marquez,Gramedia Pustaka Utama,9786020613550,Indonesia,488,1,4.1,4,880677,38807.0,novel
Bumi Manusia,bumi-manusia-0,Pramoedya Ananta Toer,Lentera Dipantara,9789799731234,Indonesia,538,1,4.41,4,18425,,novel
Circe,circe,Madeline Miller,Gramedia Pustaka Utama,9786020628943,Indonesia,544,1,4.25,4,762586,,novel
Classics: Para Putra Dan Pujaan Hati (Sons And Lovers),classics-para-putra-dan-pujaan-hati-sons-and-lovers,D.H. Lawrence,Gramedia Pustaka Utama,9786020613901,Indonesia,616,0,3.64,4,50773,,klasik,novel
Bright,bright,Jessica Jung,Gramedia Pustaka Utama,9786020663074,Indonesia,400,0,3.37,3,849,,novel
Things & Thoughts I Drew When I Was Bored,things-thoughts-i-drew-when-i-was-bored,Naela Ali,Kepustakaan Populer Gramedia,9786024244194,Indonesia,160,0,4.11,4,387,,cerpen
Nana,nana,Emile Zola,Gramedia Pustaka Utama,9786020628981,Indonesia,688,0,3.84,4,22999,,novel
Black House,black-house,Patrick Kellan,THEMA PUBLISHING CV,9786239774035,Indonesia,486,0,5.0,5,4,,novel
Si Bungkuk dari Notre-Dame (The Huncback of Notre-Dame),si-bungkuk-dari-notre-dame-the-huncback-of-notre-dame,Victor Hugo,Gramedia Pustaka Utama,9786020656229,Indonesia,784,0,4.01,4,188581,,klasik,novel
Dua Bersaudara (Brothers),brothers-dua-bersaudara,Yu Hua,Gramedia Pustaka Utama,9786020377094,Indonesia,720,1,4.05,4,2703,345.0,novel
Love in the Time of Cholera (Cinta di Tengah Wabah Kolera),love-in-the-time-of-cholera-cinta-di-tengah-wabah-kolera,Gabriel Garcia Marquez,Gramedia Pustaka Utama,9786020382678,Indonesia,640,1,3.93,4,468056,24444.0,novel
East of Eden (Sebelah Timur Eden) *BUNDEL 1 & 2,east-of-eden-sebelah-timur-eden-bundel-1-2,John Steinbeck,Gramedia Pustaka Utama,9786020386812,Indonesia,0,0,4.39,4,488367,,novel
Madame Bovary,madame-bovary,Gustave Haubert,Perseus,9781607107347,Indonesia,0,0,3.69,4,301046,,fiksi_sastra
Kronik Burung Pegas,kronik-burung-pegas,Haruki Murakami,Kepustakaan Populer Gramedia,9786024811419,Indonesia,936,1,4.16,4,255690,,
Les Miserables,les-miserables,Victor Hugo,Perseus,9781607108160,Indonesia,482,0,4.19,4,751848,,fiksi_sastra
Secangkir Teh Melati,secangkir-teh-melati,Bunjamin Wibisono,Kepustakaan Populer Gramedia,9786024248468,Indonesia,240,0,3.44,3,16,,novel
Memburu Dokumen Rahasia Inggris: Sherlock Holmes,memburu-dokumen-rahasia-inggris-sherlock-holmes,Sir Arthur Conan Doyle;Sir Arthur Conan,Narasi,9789791683890,Indonesia,212,0,4.14,4,7,,fiksi_sastra
Hr: Blame It On Bath,hr-blame-it-on-bath,Caroline Linden;Avon (Harpercollins - Via Maxima),Elex Media Komputindo,9786020276762,Indonesia,474,0,3.8,4,2126,,novel
PPM Love 02 - Tamat,ppm-love-02-tamat,Baek Myo,m&c!,9786023397426,Indonesia,304,0,3.85,4,13,,novel
PPM Love 01,ppm-love-01,Baek Myo,m&c!,9786023397419,Indonesia,288,0,4.0,4,11,,novel
Jaen Idup Di Bali,jaen-idup-di-bali,Made Suar - Timuhun,Pustaka Ekspresi,9786027610491,Indonesia,136,0,4.0,4,1,,cerpen
Perempuan Patah Hati Yang Kembali Menemukan Cinta Melalui Mimpi,perempuan-patah-hati-yang-kembali-menemukan-cinta-melalui-mimpi,Eka Kurniawan,Bentang Pustaka,9786022910725,Indonesia,167,0,3.9,4,1689,,cerpen
Sherlock Holmes A Study In Scarlet.,sherlock-holmes-a-study-in-scarlet,Sir Athur Conan Doyle,Shira Media,9786021785775,Indonesia,207,0,4.14,4,398825,,fiksi_sastra
Bakat Menggonggong : Kumpulan Cerpen,bakat-menggonggong-kumpulan-cerpen,Dea Anugrah,Buku Mojok,9786021318386,Indonesia,113,0,3.81,4,472,101.0,cerpen
Lady Susan,lady-susan,Jane Austen,Qanita,9786024020422,Indonesia,132,0,3.64,4,38291,,fiksi_sastra
Perempuan Pala & Serumpun Kisah Lain Dari Negeri Bau Dan Bunyi,perempuan-pala-serumpun-kisah-lain-dari-negeri-bau-dan-bunyi,Azhari,Cv Solusi,9786021318126,Indonesia,152,0,3.87,4,158,,cerpen
Scarlet Letter,scarlet-letter-2,Nathaniel Hawthorne,Buku Seru,9789791684064,Indonesia,312,0,3.43,3,802493,,fiksi_sastra
7 Kisah Klasik Edgar Allan Poe,7-kisah-klasik-edgar-allan-poe,Edgar Allan Poe,Diva Press,9786022559689,Indonesia,204,0,3.58,4,62,,fiksi_sastra
Kunang-Kunang dalam Kaca,kunang-kunang-dalam-kaca,D.A. Dahlan,Bhuana Ilmu Populer,9786024557072,Indonesia,116,0,3.0,3,9,,
Menggali Sumur Dengan Ujung Jarum,menggali-sumur-dengan-ujung-jarum,Jorge Luis Borges Dkk,Diva Press,9786022558521,Indonesia,-,0,3.55,4,33,8.0,cerpen
Garnish; Kebahagiaan Itu Sesederhana Cinnamon Madu Yang Terhidang Di Pagi Hari,garnish-kebahagiaan-itu-sesederhana-cinnamon-madu-yang-terhidang-di-pagi-hari,Mashdar Zainal,Diva Press,9786023911264,Indonesia,224,0,3.32,3,22,,fiksi_sastra
Membaca Lambang,membaca-lambang,Acep Zamzam Noor,Gramedia Pustaka Utama,9786020613963,Indonesia,96,0,3.46,3,37,,
Sundari Keranjingan Puisi,sundari-keranjingan-puisi,Gunawan Tri Atmodjo,Marjinkiri,9789791260473,Indonesia,132,0,3.67,4,46,13.0,cerpen
Si Janggut Mengencingi Herucakra,si-janggut-mengencingi-herucakra,A.S. Laksana,Marjin Kiri,9789791260497,Indonesia,136,0,3.78,4,112,29.0,cerpen
Kangen Kamu,kangen-kamu,Nando,Andi Publisher,9789792950519,Indonesia,170,0,4.5,4,4,,cerpen
Kisah-Kisah Nyesek Saat KKN,kisah-kisah-nyesek-saat-kkn,Frida Kurniawati Dkk.,Divapress,9786023914951,Indonesia,151,0,3.82,4,11,,cerpen
Pada Suatu Hari : Komik Curhat Generasi 80-90An,pada-suatu-hari-komik-curhat-generasi-80-90an,Arham Kendari,Media Kita,9789797945053,Indonesia,160,0,4.0,4,8,,cerpen
Buku Ini Tidak Dijual,buku-ini-tidak-dijual,Henny Alifah,Indiva Media Kreasi,9786021614488,Indonesia,192,0,3.35,3,46,,cerpen
The Outsider (Sang Pemberontak),the-outsider-sang-pemberontak,Albert Camus,Ecosystem,9786021527535,Indonesia,164,0,4.01,4,899236,,fiksi_sastra
Cerita Pendek Tentang Cerita Cinta Pendek,cerita-pendek-tentang-cerita-cinta-pendek-0,Djenar Maesa Ayu,Gramedia Pustaka Utama,9786020326597,Indonesia,120,0,3.4,3,854,,cerpen
Belajar Mencintai Kambing,belajar-mencintai-kambing,Mahfud Ikhwan,Mitra Media Nusantara,9786021318232,Indonesia,182,0,3.57,4,129,23.0,cerpen
Kupu-Kupu Bersayap Gelap,kupu-kupu-bersayap-gelap,Puthut Ea,Buku Mojok,9786021318256,Indonesia,167,0,3.78,4,204,,cerpen
Sakuntala,sakuntala,Gunawan Maryanto,Gramedia Pustaka Utama,9786020387758,Indonesia,82,0,3.58,4,79,21.0,
Wanita Muda Di Sebuah Hotel Mewah,wanita-muda-di-sebuah-hotel-mewah,Hamsad Rangkuti,Senja,9786023911745,Indonesia,224,0,3.7,4,182,,cerpen
Harlequin Koleksi Istimewa: Pelabuhan Hati (Led Astray),harlequin-koleksi-istimewa-pelabuhan-hati-led-astray,Sandra Brown,Gramedia Pustaka Utama,9789792222364,Indonesia,320,0,3.78,4,4113,,novel
A Confession,a-confession,Leo Tolstoy,BYZANTIUM,9786021527573,Indonesia,148,0,4.1,4,13247,,fiksi_sastra
Pacar Seorang Seniman : Kumpulan Cerpen,pacar-seorang-seniman-kumpulan-cerpen,Wahyu Sulaiman Rendra,Bentang,9786022912743,Indonesia,186,0,3.75,4,118,22.0,cerpen
Wisanggeni Sang Buronan,wisanggeni-sang-buronan,Seno Gumira Ajidarma,Laksana,9786023911998,Indonesia,108,0,3.82,4,279,,fiksi_sastra
Panggilan Alam Liar *Ket: Cover Film (Film Akan Tayang Di Bioskop 21 Februari 2020),panggilan-alam-liar-ket-cover-film-film-akan-tayang-di-bioskop-21-februari-2020,Jack London,Gramedia Pustaka Utama,9786020332918,Indonesia,160,0,3.89,4,392918,,klasik,novel
Reruntuhan Musim Dingin,reruntuhan-musim-dingin,Sungging Raga,Diva Press,9786023910793,Indonesia,204,0,3.28,3,29,12.0,cerpen
Rajab Syamsudin Si Penabuh Dulang,rajab-syamsudin-si-penabuh-dulang,Deddy Arsya,Diva Press,9786023913213,Indonesia,200,0,1.0,1,1,0.0,cerpen
Perjumpaan Dengan Pengkhianat,perjumpaan-dengan-pengkhianat,Tia Setiadi,Diva Press,9786023913565,Indonesia,212,0,3.36,3,25,11.0,cerpen
Waxing Moon: Saat Masa Keemasan Dinasti Berakhir,waxing-moon-saat-masa-keemasan-dinasti-berakhir,Hs Kim,Metamind,9786027251007,Indonesia,360,0,3.75,4,208,,fiksi_sastra
Gadisku di Masa Lalu,gadisku-di-masa-lalu,Ashadi Siregar,Gramedia Pustaka Utama,9786020613949,Indonesia,152,0,2.6,3,5,,novel
Newbie Gadungan,newbie-gadungan,Tirta Prayudha,Gagas Media,9789797808266,Indonesia,208,0,3.89,4,99,,cerpen
Kritikus Adinan-New,kritikus-adinan-new,Budi Darma,Bentang Pustaka,9786022913894,Indonesia,272,0,3.52,4,135,,cerpen
My Name is Lucy Barton,my-name-is-lucy-barton,Elizabeth Strout,Elex Media Komputindo,9786020459783,Indonesia,152,0,3.56,4,136911,,novel
Fatamorgana Nyata,fatamorgana-nyata,Baso Sumange A,Kawah Media,9786022202103,Indonesia,190,0,4.0,4,3,,cerpen
Ikan-Ikan Dari Laut Merah,ikan-ikan-dari-laut-merah,Danarto,Diva Press,9786023913015,Indonesia,212,0,3.68,4,130,,cerpen
TIME MACHINE (MESIN WAKTU)        ,time-machine-mesin-waktu,H.G. Wells,Octopus,9788027274376,Indonesia,140,0,3.9,4,476759,,fiksi_sastra
Bu Guru Funky And Her Fungkier Student,bu-guru-funky-and-her-fungkier-student,@Bugurufunky,Niaga Swadaya,9786027114043,Indonesia,214,0,4.67,5,6,,cerpen
Tarian Bumi,tarian-bumi,Oka Rusmini,Gramedia Pustaka Utama,9786020339153,Indonesia,188,0,3.98,4,1363,,cerpen
Sejumlah Alasan Mengapa Tiap Anak Sebaiknya Melahirkan Seorang Ibu,sejumlah-alasan-mengapa-tiap-anak-sebaiknya-melahirkan-seorang-ibu,Benny Arnas,Diva Press,9786023913831,Indonesia,228,0,3.68,4,37,9.0,cerpen
Wordsworth: Wonderful Wizard Of Oz And Glinda Of Oz,wordsworth-wonderful-wizard-of-oz-and-glinda-of-oz,L. Frank Baum,Sinar Star Book,9781840227574,Indonesia,304,0,3.81,4,149,,novel
Sutradara Itu Menghapus Dialog Kita,sutradara-itu-menghapus-dialog-kita,Sapardi Djoko Damono,Gramedia Pustaka Utama,9786020339542,Indonesia,82,0,3.73,4,257,,
Nietzsche: Sebuah Catatan Pergumulan Dan Bentrokan,nietzsche-sebuah-catatan-pergumulan-dan-bentrokan,Emhaf,Sociality,9786026595751,Indonesia,314,0,2.33,2,6,,fiksi_sastra
Ratu Sekop,ratu-sekop,Iksaka Banu,Marjinkiri,9789791260725,Indonesia,189,0,3.94,4,107,27.0,cerpen
Northanger Abbey: Classic Romance,northanger-abbey-classic-romance,Jane Austen,Noura,9786020989921,Indonesia,352,0,3.84,4,359182,,fiksi_sastra
Cerpen - Mawar Di Tiang Gantungan,cerpen-mawar-di-tiang-gantungan,Kumpulan Cerpenis,Penerbit Buku Kompas,9786024121839,Indonesia,130,0,4.33,4,9,1.0,cerpen
Dear Life,dear-life,-;Alice Munro,Bentang Pustaka,9786022910251,Indonesia,306,0,3.75,4,34436,,cerpen
Gergasi,gergasi,Danarto,Diva Press,9786023913022,Indonesia,260,0,3.84,4,76,,cerpen
Kesetiaan Itu,kesetiaan-itu,Hamsad Rangkuti,Diva Press,9786023913671,Indonesia,263,0,3.53,4,45,,cerpen
Secangkir Kopi&Sepotong Roti: Kumpulan Kisah Inspiratif Perempuan,secangkir-kopi-sepotong-roti-kumpulan-kisah-inspiratif-perempuan,Widi Astuti,Adi Citra Cemerlang,9786021772096,Indonesia,292,0,4.0,4,1,,cerpen
Penjual Bunga Bersyal Merah,penjual-bunga-bersyal-merah,Yetti A.Ka,Diva Press,9786023911806,Indonesia,220,0,3.65,4,20,9.0,cerpen
I Choose To Love You,i-choose-to-love-you,Rin Akizakura,Laksana,9786024074166,Indonesia,264,0,4.5,4,4,,novel
Menebang Pohon Silsilah,menebang-pohon-silsilah,Indra Trenggono,Penerbit Buku Kompas,9786024121945,Indonesia,168,0,3.25,3,8,,
Luka Yang Kau Tinggal Senja Tadi,luka-yang-kau-tinggal-senja-tadi,Susan Arisanti,Pastel Books,9786026716040,Indonesia,326,0,3.74,4,47,,fiksi_sastra
Cemara,cemara,Hamsad Rangkuti,Diva Press,9786023912346,Indonesia,168,0,3.69,4,71,,fiksi_sastra
Mansfield Park: Cinta Sejati Tak Mengenal Kasta,mansfield-park-cinta-sejati-tak-mengenal-kasta,Jane Austen,Mizan,9786021637821,Indonesia,620,0,3.86,4,323219,,fiksi_sastra
Maukah Kau Menghapus Bekas Bibirnya Di Bibirku Dengan Bibirmu?,maukah-kau-menghapus-bekas-bibirnya-di-bibirku-dengan-bibirmu,Hamsad Rangkuti,Diva Press,9786023911813,Indonesia,228,0,3.74,4,391,56.0,cerpen
Manifesto Flora,manifesto-flora,Cyntha Hariadi,Gramedia Pustaka Utama,9786020375359,Indonesia,160,0,3.93,4,225,84.0,cerpen
Peter Pan: Mengapa Harus Dewasa Jika Bisa Muda Selamanya?,peter-pan-mengapa-harus-dewasa-jika-bisa-muda-selamanya-1,J.M. Barrie,Fantasious,9786020900339,Indonesia,360,0,4.04,4,321205,,fiksi_sastra
Sawerigading Datang Dari Laut,sawerigading-datang-dari-laut,Faisal Oddang,Divapress,9786023916658,Indonesia,None,0,3.99,4,100,27.0,cerpen
Robinson Crusoe,robinson-crusoe,Daniel Defoe,Elex Media Komputindo,9786020478272,Indonesia,368,0,3.68,4,282499,,
The Legends of King Arthur and His Knights,the-legends-of-king-arthur-and-his-knights,Sir James Knowles,Mizan Publishing,9786024020866,Indonesia,372,0,3.88,4,10634,,fiksi_sastra
Juvenilia,juvenilia,Jane Austen,Noura Books,9786023850600,Indonesia,456,0,3.71,4,603,,fiksi_sastra
Pride And Prejudice-New,pride-and-prejudice-new,Jane Austen,Mizan,9786027870840,Indonesia,588,0,4.28,4,3764630,,fiksi_sastra
Good Bye Day,good-bye-day,Arnold Leonard,Anugrah,9786026409621,Indonesia,196,0,5.0,5,3,,novel
The Fall,the-fall,Albert Camus,Papyruz X Octopus,9786020857121,Indonesia,196,0,4.0,4,52,9.0,fiksi_sastra
Cerita-Cerita Telapak Tangan,cerita-cerita-telapak-tangan,Yasunari Kawabata,Diva Press,9786023912674,Indonesia,332,0,3.94,4,2865,,fiksi_sastra
Mayat Antarpulau & 15 Cerpen Lainnya,mayat-antarpulau-15-cerpen-lainnya,Arie Mp Tamba,Kosa Kata Kita,9786028966672,Indonesia,126,0,4.0,4,2,,cerpen
Arabella,arabella,Jane Austen,Noura,9786020989907,Indonesia,436,0,4.08,4,18707,,fiksi_sastra
Masuk Toko Keluar Di Tokyo,masuk-toko-keluar-di-tokyo,Farhanah,Kepustakaan Populer Gramedia,9786024248758,Indonesia,88,0,3.57,4,58,,novel
Simbol Simbol Dongeng Prancis,simbol2-dongeng-prancis,Ninuk Lustyantie,Banana,9789791079501,Indonesia,312,0,3.0,3,1,,fiksi_sastra
Wuni : Sebuah Legenda Tanah Jawa,wuni-sebuah-legenda-tanah-jawa,Ersta Andantino,Javanica,9786027279360,Indonesia,336,0,3.56,4,50,,fiksi_sastra
728 Hari,728-hari,Djono W. Oesman,Best Media,9786027330313,Indonesia,320,0,4.09,4,44,,cerpen
Sentuhan Ibu,sentuhan-ibu,Fira Basuki,Kepustakaan Populer Gramedia,9786024243715,Indonesia,152,0,4.5,4,2,,cerpen
Star Of You,star-of-you,Shan A. Fitriani,Namina Books,9786026022929,Indonesia,384,0,3.88,4,76,,novel_lokal
Sirkuit Kemelut,sirkuit-kemelut,Ashadi Siregar,Gramedia Pustaka Utama,9786020618036,Indonesia,304,0,3.33,3,39,,novel
Menitip Mayat Di Bali,menitip-mayat-di-bali,Gde Aryantha Soethama,Penerbit Buku Kompas,9786024121518,Indonesia,244,0,3.38,3,13,5.0,cerpen
Terminal Cinta Terakhir,terminal-cinta-terakhir-1,Ashadi Siregar,Gramedia Pustaka Utama,9786020618029,Indonesia,312,0,3.42,3,38,,novel
The Rebel,the-rebel,Albert Camus,Immortal Publishing,9786026657909,Indonesia,411,0,4.14,4,14164,,fiksi_sastra
Rushing,rushing,Kammora,Aksara Plus,9786021279700,Indonesia,355,0,3.5,3,26,,novel
Hateship Friendship Courtship Loveship Marriage,hateship-friendship-courtship-loveship-marriage,Alice Munro,Mizan,9786022911012,Indonesia,460,0,4.04,4,18460,,cerpen
Lady In Disguise,lady-in-disguise,Georgette Heyer,Noura Books Publishing,9786023852512,Indonesia,392,0,3.75,4,8,2.0,fiksi_sastra
Lady Of Quality,lady-of-quality,Georgette Heyer,Noura Books Publishing,9786023852550,Indonesia,468,0,3.92,4,9688,,fiksi_sastra
The Lowland: Tanah Cekung,the-lowland-tanah-cekung-1,Jhumpa Lahiri,Mitra Pustaka,9786028480741,Indonesia,596,0,3.86,4,90240,,fiksi_sastra
Harlequin: Worth The Wait (Penantian Berharga),harlequin-penantian-berharga-worth-the-wait,Lori Foster,Gramedia Pustaka Utama,9786020384207,Indonesia,544,0,4.08,4,2186,,
Frederica,frederica,Georgette Heyer,Noura,9786023850617,Indonesia,588,0,4.19,4,20691,,fiksi_sastra
Tiga Dunia: Si Pencuri,tiga-dunia-si-pencuri,Rama Nugraha,Histeria,9786025469336,Indonesia,581,0,3.79,4,39,,novel
Carve The Mark,carve-the-mark,Veronica Roth,Mizan Publishing,9786026109903,Indonesia,548,0,3.78,4,79793,,cerpen
The Holy Woman,the-holy-woman,Qaisra Shahraz,Mizan Publishing,9786024020804,Indonesia,712,0,3.7,4,800,,fiksi_sastra
Revolt,revolt,Qaisra Shahraz,Mizan Publishing,9786024020781,Indonesia,496,0,3.77,4,130,,fiksi_sastra
The Da Vinci Code,the-da-vinci-code-new,Daniel Gerhard Brown,Bentang,9786022911845,Indonesia,680,0,3.89,4,2193761,,fiksi_sastra
Power Yr Subconscious Mind, Mm,power-yr-subconscious-mind-mm,Joseph Murphy;Murphy; Joseph,Penguin Random House,9780735204553,Indonesia,368,0,4.09,4,64721,,fiksi_sastra
Amurwa Bhumi 2: Lintang Panjer Sore,amurwa-bhumi-2-lintang-panjer-sore,Langit Kresna Hariadi,Metamind,9786027251045,Indonesia,992,0,4.35,4,43,,fiksi_sastra
Cinta Semanis Racun: 99 Cerita Dari 9 Penjuru Dunia ,cinta-semanis-racun-99-cerita-dari-9-penjuru-dunia,Anton Kurnia,Diva Press,9786023911820,Indonesia,632,0,4.2,4,25,3.0,cerpen
Manuskrip Sajak (Limited Edition),manuskrip-sajak-limited-edition,Sapardi Djoko Damono,Gramedia Pustaka Utama,9786020355382,Indonesia,208,0,3.3,3,20,5.0,
The Labours of Hercules (TugasTugas Hercules),the-labours-of-hercules-tugastugas-hercules,Agatha Christie,Gramedia Pustaka Utama,9789792235159,Indonesia,416,0,3.77,4,23043,,novel
Cat Among The Pigeons (Kucing Di Tengah Burung Dara),kucing-di-tengah-burung-dara-cat-among-the-pigeons,Agatha Christie,Gramedia Pustaka Utama,9789792293302,Indonesia,384,0,3.85,4,37218,,novel
The Mystery of the Blue Train (Misteri Kereta Api Biru),the-mystery-of-the-blue-train-misteri-kereta-api-biru,Agatha Christie,Gramedia Pustaka Utama,9789792234183,Indonesia,376,0,3.85,4,51352,,novel
Wizard Bakery,wizard-bakery,Gu Byeong-Mo,Gramedia Pustaka Utama,9786020657394,Indonesia,208,0,4.03,4,2079,,novel,thriller
Doa Ibu - Cover Baru,doa-ibu-cover-baru,Sekar Ayu Asmara,Gramedia Pustaka Utama,9789792248043,Indonesia,272,0,3.53,4,138,,novel
Kembar Keempat - Cover Baru,kembar-keempat-cover-baru,Sekar Ayu Asmara,Gramedia Pustaka Utama,9789792259292,Indonesia,272,0,3.46,3,273,,novel
Theodore Boone#2: The Abduction (Penculikan),theodore-boone2-the-abduction-penculikan,John Grisham,Gramedia Pustaka Utama,9789792271270,Indonesia,232,0,3.81,4,18733,,novel
Poirot's Early Cases (Kasus-Kasus Perdana Poirot),kasus-kasus-perdana-poirot-poirots-early-cases,Agatha Christie,Gramedia Pustaka Utama,9789792229141,Indonesia,400,0,3.91,4,11559,,novel
Rumah Hujan,rumah-hujan-1,Dewi Ria Utari,Gramedia Pustaka Utama,9786020328997,Indonesia,216,1,2.74,3,39,,novel,thriller
Theodore Boone#1: Kid Lawyer (Pengacara Cilik),theodore-boone1-kid-lawyer-pengacara-cilik,John Grisham,Gramedia Pustaka Utama,9789792262292,Indonesia,272,0,3.77,4,35840,,novel
Theodore Boone#3: The Accused (Sang Tersangka),theodore-boone-3-sang-tersangka-theodore-boone-3-the-accused,John Grisham,Gramedia Pustaka Utama,9789792290493,Indonesia,232,0,3.99,4,13369,,novel
Haru Mahameru,haru-mahameru,Balakarsa,Falcon Publishing,9786026714688,Indonesia,150,1,3.0,3,7,,novel,thriller
Theodore Boone#5: Sang Buronan (The Fugitive),theodore-boone5-sang-buronan-the-fugitive,John Grisham,Gramedia Pustaka Utama,9786020614021,Indonesia,280,0,4.06,4,7629,,novel
Carrie,carrie,Stephen King,Gramedia Pustaka Utama,9789792299519,Indonesia,256,0,3.98,4,633274,,novel
Tokyo Ghoul Days,tokyo-ghoul-days,Sui Ishida;Shin Towada,m&c!,9786024288730,Indonesia,264,0,4.1,4,912,,novel
Rahasia Sarah,rahasia-sarah,Eve Shi,Elex Media Komputindo,9786020476377,Indonesia,248,0,3.62,4,29,16.0,novel
Lengking Kematian,lengking-kematian,Marlina Lin;Irna Putri Bahati,MOKA MEDIA,9786025199318,Indonesia,273,0,3.95,4,38,,novel
